id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,location_normalized,region,salary_anomaly,salary_zero_retired,quality_score,quality_grade
worker_0749,41,female,primary,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,14,Biên Hòa,Nhân viên kho vận,techGap,self-employed,13845635,Biên Hòa,south_east,False,False,100,A
worker_0750,56,female,upper_secondary,widowed,an ninh|bảo vệ|tuần tra|salary_range,30,Bình Dương,Bảo vệ,other,unemployed,0,Bình Dương,south_east,False,False,100,A
worker_0751,46,male,college,single,hành chính|kế toán|văn phòng|salary_range,26,Hà Nội,Kế toán / Hành chính,,retired,10258098,Hà Nội,north,False,False,100,A
worker_0752,47,female,college,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,24,Biên Hòa,Nhân viên bán hàng,family|health,employed,11753200,Biên Hòa,south_east,False,False,100,A
worker_0753,64,female,college,married,lắp ráp|sản xuất|vận hành máy|salary_range,30,TP. Hồ Chí Minh,Công nhân sản xuất,,retired,5080747,Hồ Chí Minh,south_east,False,False,100,A
worker_0754,46,other,upper_secondary,divorced,an ninh|bảo vệ|tuần tra|salary_range,25,Nam Định,Bảo vệ,,unemployed,0,Nam Định,north,False,False,100,A
worker_0755,63,other,university,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Vĩnh Phúc,Nhân viên bán hàng,techGap|health,retired,13476723,Vĩnh Phúc,north,False,False,100,A
worker_0756,50,female,upper_secondary,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,29,Thanh Hóa,Nhân viên kho vận,techGap,retired,7590824,Thanh Hóa,north,False,False,100,A
worker_0757,64,female,upper_secondary,widowed,chào hỏi|order|phục vụ|salary_range,30,Bắc Ninh,Nhân viên phục vụ,techGap|family|health,employed,14411337,Bắc Ninh,north,False,False,100,A
worker_0758,55,male,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Hải Phòng,Giúp việc / Dịch vụ,,employed,4776169,Hải Phòng,north,False,False,100,A
worker_0759,47,other,university,married,barista|pha chế|đồ uống|salary_range,20,Hải Phòng,Pha chế,techGap|family,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0760,51,male,primary,married,sửa chữa|tay nghề|thợ|salary_range,21,Đà Lạt,Thợ lành nghề,location,unemployed,0,Đà Lạt,central_highlands,False,False,100,A
worker_0761,38,female,college,married,barista|pha chế|đồ uống|salary_range,14,Buôn Ma Thuột,Pha chế,other|family,employed,14266114,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0762,56,other,university,widowed,sửa chữa|tay nghề|thợ|salary_range,30,Buôn Ma Thuột,Thợ lành nghề,health|other,employed,3223907,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0763,46,female,primary,widowed,an ninh|bảo vệ|tuần tra|salary_range,21,Hà Nội,Bảo vệ,,employed,6749684,Hà Nội,north,False,False,100,A
worker_0764,55,male,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,27,Thanh Hóa,Giúp việc / Dịch vụ,,unemployed,0,Thanh Hóa,north,False,False,100,A
worker_0765,64,female,primary,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Buôn Ma Thuột,Nhân viên bán hàng,techGap,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0766,57,male,primary,married,lắp ráp|sản xuất|vận hành máy|salary_range,28,Nam Định,Công nhân sản xuất,family|techGap,employed,6202043,Nam Định,north,False,False,100,A
worker_0767,47,other,primary,married,lắp ráp|sản xuất|vận hành máy|salary_range,22,Bắc Ninh,Công nhân sản xuất,,self-employed,3620155,Bắc Ninh,north,False,False,100,A
worker_0768,47,female,college,married,chào hỏi|order|phục vụ|salary_range,27,Hải Phòng,Nhân viên phục vụ,,employed,11567708,Hải Phòng,north,False,False,100,A
worker_0769,54,male,primary,married,công trình|xây dựng|xây tô|salary_range,30,Thanh Hóa,Lao động xây dựng,techGap|health|family,retired,3571771,Thanh Hóa,north,False,False,100,A
worker_0770,36,female,primary,single,hành chính|kế toán|văn phòng|salary_range,11,Đà Lạt,Kế toán / Hành chính,,unemployed,0,Đà Lạt,central_highlands,False,False,100,A
worker_0771,46,other,primary,married,dọn dẹp|giặt là|nấu ăn|salary_range,24,Bắc Ninh,Giúp việc / Dịch vụ,family|techGap|location,employed,5800489,Bắc Ninh,north,False,False,100,A
worker_0772,63,other,upper_secondary,single,hành chính|kế toán|văn phòng|salary_range,30,Biên Hòa,Kế toán / Hành chính,techGap|health|location,employed,4156004,Biên Hòa,south_east,False,False,100,A
worker_0773,45,male,university,single,sửa chữa|tay nghề|thợ|salary_range,17,Bắc Ninh,Thợ lành nghề,techGap|health,self-employed,5808513,Bắc Ninh,north,False,False,100,A
worker_0774,37,other,primary,single,lắp ráp|sản xuất|vận hành máy|salary_range,16,Hà Nội,Công nhân sản xuất,location|health,employed,11604659,Hà Nội,north,False,False,100,A
worker_0775,48,female,college,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,18,Buôn Ma Thuột,Nhân viên kho vận,techGap,retired,14123209,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0776,60,female,primary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Bắc Ninh,Nhân viên bán hàng,other|techGap,retired,13480067,Bắc Ninh,north,False,False,100,A
worker_0777,56,other,upper_secondary,divorced,bằng lái|lái xe|vận chuyển|salary_range,30,Vĩnh Phúc,Lái xe,location|health,retired,13222590,Vĩnh Phúc,north,False,False,100,A
worker_0778,55,other,primary,single,lắp ráp|sản xuất|vận hành máy|salary_range,30,Huế,Công nhân sản xuất,family,unemployed,0,Huế,central,False,False,100,A
worker_0779,39,other,primary,married,bằng lái|lái xe|vận chuyển|salary_range,12,Huế,Lái xe,techGap|health,self-employed,14251277,Huế,central,False,False,100,A
worker_0780,39,other,upper_secondary,single,công trình|xây dựng|xây tô|salary_range,10,TP. Hồ Chí Minh,Lao động xây dựng,,self-employed,3794662,Hồ Chí Minh,south_east,False,False,100,A
worker_0781,61,male,college,single,hành chính|kế toán|văn phòng|salary_range,30,Nam Định,Kế toán / Hành chính,health|other|location,retired,5556743,Nam Định,north,False,False,100,A
worker_0782,42,male,primary,married,lắp ráp|sản xuất|vận hành máy|salary_range,16,Vũng Tàu,Công nhân sản xuất,,unemployed,0,Vũng Tàu,south_east,False,False,100,A
worker_0783,44,male,university,married,an ninh|bảo vệ|tuần tra|salary_range,17,Cần Thơ,Bảo vệ,family|techGap|other,unemployed,0,Cần Thơ,mekong,False,False,100,A
worker_0784,49,female,upper_secondary,married,hành chính|kế toán|văn phòng|salary_range,19,Vinhy,Kế toán / Hành chính,,self-employed,13932944,Vinh,north,False,False,100,A
worker_0785,61,other,primary,married,công trình|xây dựng|xây tô|salary_range,30,Buôn Ma Thuột,Lao động xây dựng,location,self-employed,12676242,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0786,48,female,college,single,bằng lái|lái xe|vận chuyển|salary_range,27,Vĩnh Phúc,Lái xe,other,self-employed,11627887,Vĩnh Phúc,north,False,False,100,A
worker_0787,56,male,college,married,hành chính|kế toán|văn phòng|salary_range,26,Bình Dương,Kế toán / Hành chính,,employed,5509121,Bình Dương,south_east,False,False,100,A
worker_0788,57,male,upper_secondary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Buôn Ma Thuột,Nhân viên kho vận,location,retired,9105692,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0789,61,male,primary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Đà Nẵng,Nhân viên bán hàng,,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0790,36,female,primary,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,10,Vũng Tàu,Nông dân / Nông nghiệp,health|location|techGap,retired,12153656,Vũng Tàu,south_east,False,False,100,A
worker_0791,56,other,upper_secondary,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,TP. Hồ Chí Minh,Nông dân / Nông nghiệp,family|other|techGap,self-employed,11757732,Hồ Chí Minh,south_east,False,False,100,A
worker_0792,57,male,primary,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Hải Phòng,Nhân viên kho vận,techGap|family,self-employed,9019127,Hải Phòng,north,False,False,100,A
worker_0793,46,female,primary,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,16,Hải Dương,Giúp việc / Dịch vụ,family|other|health,self-employed,12333018,Hải Dương,north,False,False,100,A
worker_0794,51,other,primary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,25,Buôn Ma Thuột,Nông dân / Nông nghiệp,techGap|location|other,retired,8826008,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0795,55,male,upper_secondary,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Vũng Tàu,Nông dân / Nông nghiệp,,retired,6314514,Vũng Tàu,south_east,False,False,100,A
worker_0796,47,male,upper_secondary,married,công trình|xây dựng|xây tô|salary_range,20,Nha Trang,Lao động xây dựng,location|other|techGap,employed,10416298,Nha Trang,central,False,False,100,A
worker_0797,59,other,primary,widowed,chào hỏi|order|phục vụ|salary_range,30,TP. Hồ Chí Minh,Nhân viên phục vụ,family|location|other,self-employed,12027689,Hồ Chí Minh,south_east,False,False,100,A
worker_0798,39,male,primary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,10,Vĩnh Phúc,Công nhân sản xuất,,self-employed,14677886,Vĩnh Phúc,north,False,False,100,A
worker_0799,51,female,primary,married,công trình|xây dựng|xây tô|salary_range,22,Buôn Ma Thuột,Lao động xây dựng,family,employed,7924369,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0800,43,female,upper_secondary,widowed,sửa chữa|tay nghề|thợ|salary_range,13,Cần Thơ,Thợ lành nghề,family|health,retired,8449563,Cần Thơ,mekong,False,False,100,A
worker_0801,39,other,upper_secondary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,13,Vinhy,Nhân viên bán hàng,,unemployed,0,Vinh,north,False,False,100,A
worker_0802,37,female,upper_secondary,single,sửa chữa|tay nghề|thợ|salary_range,11,Huế,Thợ lành nghề,techGap|other|location,self-employed,10483878,Huế,central,False,False,100,A
worker_0803,59,other,primary,widowed,bằng lái|lái xe|vận chuyển|salary_range,29,Biên Hòa,Lái xe,location,retired,4589932,Biên Hòa,south_east,False,False,100,A
worker_0804,45,male,university,married,công trình|xây dựng|xây tô|salary_range,16,Huế,Lao động xây dựng,location|health,unemployed,0,Huế,central,False,False,100,A
worker_0805,47,male,upper_secondary,divorced,an ninh|bảo vệ|tuần tra|salary_range,23,Hải Phòng,Bảo vệ,other|location,self-employed,5730053,Hải Phòng,north,False,False,100,A
worker_0806,59,male,university,single,an ninh|bảo vệ|tuần tra|salary_range,30,Nam Định,Bảo vệ,,self-employed,6579042,Nam Định,north,False,False,100,A
worker_0807,43,other,primary,married,lắp ráp|sản xuất|vận hành máy|salary_range,16,Bình Dương,Công nhân sản xuất,location,self-employed,14742820,Bình Dương,south_east,False,False,100,A
worker_0808,54,female,university,married,bằng lái|lái xe|vận chuyển|salary_range,24,Biên Hòa,Lái xe,location|other,unemployed,0,Biên Hòa,south_east,False,False,100,A
worker_0809,60,female,upper_secondary,married,chào hỏi|order|phục vụ|salary_range,30,TP. Hồ Chí Minh,Nhân viên phục vụ,other|family,retired,5871524,Hồ Chí Minh,south_east,False,False,100,A
worker_0810,53,male,college,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,29,Hải Phòng,Nhân viên bán hàng,,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0811,61,male,college,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Thanh Hóa,Nhân viên bán hàng,other,employed,10317662,Thanh Hóa,north,False,False,100,A
worker_0812,65,female,primary,divorced,hành chính|kế toán|văn phòng|salary_range,30,Bắc Ninh,Kế toán / Hành chính,,employed,11694659,Bắc Ninh,north,False,False,100,A
worker_0813,52,male,upper_secondary,married,an ninh|bảo vệ|tuần tra|salary_range,25,Hải Dương,Bảo vệ,techGap|location|health,self-employed,12291730,Hải Dương,north,False,False,100,A
worker_0814,43,other,college,single,bằng lái|lái xe|vận chuyển|salary_range,13,Nha Trang,Lái xe,health|family,employed,4506301,Nha Trang,central,False,False,100,A
worker_0815,46,male,university,widowed,hành chính|kế toán|văn phòng|salary_range,22,TP. Hồ Chí Minh,Kế toán / Hành chính,techGap|health|family,employed,11438823,Hồ Chí Minh,south_east,False,False,100,A
worker_0816,58,female,primary,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Thái Nguyên,Nhân viên kho vận,health|other|techGap,employed,14542982,Thái Nguyên,north,False,False,100,A
worker_0817,57,male,upper_secondary,married,công trình|xây dựng|xây tô|salary_range,30,Nha Trang,Lao động xây dựng,,retired,9214601,Nha Trang,central,False,False,100,A
worker_0818,48,male,primary,widowed,an ninh|bảo vệ|tuần tra|salary_range,26,Biên Hòa,Bảo vệ,,employed,7517238,Biên Hòa,south_east,False,False,100,A
worker_0819,52,other,primary,divorced,hành chính|kế toán|văn phòng|salary_range,28,Thái Nguyên,Kế toán / Hành chính,family|other,employed,12283457,Thái Nguyên,north,False,False,100,A
worker_0820,38,female,upper_secondary,widowed,hành chính|kế toán|văn phòng|salary_range,18,Cần Thơ,Kế toán / Hành chính,techGap,employed,13293985,Cần Thơ,mekong,False,False,100,A
worker_0821,35,male,college,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,9,Huế,Nhân viên bán hàng,other,self-employed,13671138,Huế,central,False,False,100,A
worker_0822,46,other,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,25,Thái Nguyên,Nông dân / Nông nghiệp,,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0823,61,male,primary,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,TP. Hồ Chí Minh,Giúp việc / Dịch vụ,,self-employed,8051202,Hồ Chí Minh,south_east,False,False,100,A
worker_0824,48,female,upper_secondary,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,23,Hải Phòng,Nhân viên bán hàng,techGap|other,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0825,42,male,primary,divorced,công trình|xây dựng|xây tô|salary_range,14,Nha Trang,Lao động xây dựng,other|health|location,unemployed,0,Nha Trang,central,False,False,100,A
worker_0826,55,male,upper_secondary,widowed,an ninh|bảo vệ|tuần tra|salary_range,30,Huế,Bảo vệ,location|family|other,unemployed,0,Huế,central,False,False,100,A
worker_0827,39,female,primary,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,12,TP. Hồ Chí Minh,Nông dân / Nông nghiệp,,employed,5387441,Hồ Chí Minh,south_east,False,False,100,A
worker_0828,52,male,primary,single,hành chính|kế toán|văn phòng|salary_range,24,Nam Định,Kế toán / Hành chính,family|other,unemployed,0,Nam Định,north,False,False,100,A
worker_0829,52,female,primary,married,barista|pha chế|đồ uống|salary_range,25,Vĩnh Phúc,Pha chế,,retired,7185902,Vĩnh Phúc,north,False,False,100,A
worker_0830,52,other,upper_secondary,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Nam Định,Nông dân / Nông nghiệp,location|techGap|health,self-employed,8256600,Nam Định,north,False,False,100,A
worker_0831,61,male,college,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vũng Tàu,Giúp việc / Dịch vụ,location|other,unemployed,0,Vũng Tàu,south_east,False,False,100,A
worker_0832,46,male,college,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,26,Hải Dương,Nông dân / Nông nghiệp,health|other|family,retired,6969611,Hải Dương,north,False,False,100,A
worker_0833,63,male,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Buôn Ma Thuột,Nông dân / Nông nghiệp,family,self-employed,6620674,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0834,45,female,university,divorced,bằng lái|lái xe|vận chuyển|salary_range,18,Biên Hòa,Lái xe,techGap|health|location,self-employed,9881471,Biên Hòa,south_east,False,False,100,A
worker_0835,44,female,college,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,24,Hải Phòng,Nhân viên kho vận,techGap|other|family,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0836,43,female,primary,married,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,13,Hải Phòng,Nhân viên kho vận,location,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0837,60,other,college,married,sửa chữa|tay nghề|thợ|salary_range,30,Qui Nhơn,Thợ lành nghề,location|health|techGap,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0838,40,male,college,divorced,chào hỏi|order|phục vụ|salary_range,14,Thái Nguyên,Nhân viên phục vụ,other,retired,12290213,Thái Nguyên,north,False,False,100,A
worker_0839,56,male,university,divorced,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,28,Qui Nhơn,Nhân viên bán hàng,health,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0840,65,female,university,married,an ninh|bảo vệ|tuần tra|salary_range,30,Đà Nẵng,Bảo vệ,health|family,retired,10511790,Đà Nẵng,central,False,False,100,A
worker_0841,61,female,college,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,30,Buôn Ma Thuột,Giúp việc / Dịch vụ,techGap,employed,12182374,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0842,44,female,college,single,lắp ráp|sản xuất|vận hành máy|salary_range,22,Hải Phòng,Công nhân sản xuất,health,employed,7916241,Hải Phòng,north,False,False,100,A
worker_0843,51,male,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,22,TP. Hồ Chí Minh,Giúp việc / Dịch vụ,location|other,self-employed,5882576,Hồ Chí Minh,south_east,False,False,100,A
worker_0844,37,female,upper_secondary,married,chào hỏi|order|phục vụ|salary_range,14,Qui Nhơn,Nhân viên phục vụ,,self-employed,4224213,Quy Nhơn,central,False,False,100,A
worker_0845,54,female,college,divorced,sửa chữa|tay nghề|thợ|salary_range,24,Đà Nẵng,Thợ lành nghề,family|other,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0846,37,female,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,9,Huế,Giúp việc / Dịch vụ,location|health,employed,7932632,Huế,central,False,False,100,A
worker_0847,55,female,college,divorced,chào hỏi|order|phục vụ|salary_range,29,Bắc Ninh,Nhân viên phục vụ,techGap|health,unemployed,0,Bắc Ninh,north,False,False,100,A
worker_0848,59,female,upper_secondary,single,an ninh|bảo vệ|tuần tra|salary_range,30,Biên Hòa,Bảo vệ,family,retired,8738510,Biên Hòa,south_east,False,False,100,A
worker_0849,39,other,primary,married,dọn dẹp|giặt là|nấu ăn|salary_range,19,Qui Nhơn,Giúp việc / Dịch vụ,,employed,10044530,Quy Nhơn,central,False,False,100,A
worker_0850,63,other,college,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Huế,Nhân viên kho vận,,retired,3435346,Huế,central,False,False,100,A
worker_0851,42,female,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,22,Huế,Giúp việc / Dịch vụ,,retired,7716711,Huế,central,False,False,100,A
worker_0852,36,male,primary,married,công trình|xây dựng|xây tô|salary_range,6,Huế,Lao động xây dựng,family|location|other,unemployed,0,Huế,central,False,False,100,A
worker_0853,48,male,college,married,barista|pha chế|đồ uống|salary_range,25,Cần Thơ,Pha chế,location,unemployed,0,Cần Thơ,mekong,False,False,100,A
worker_0854,36,other,college,married,chào hỏi|order|phục vụ|salary_range,15,Thái Nguyên,Nhân viên phục vụ,techGap|health,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0855,56,female,university,widowed,sửa chữa|tay nghề|thợ|salary_range,30,Đà Nẵng,Thợ lành nghề,,retired,9617516,Đà Nẵng,central,False,False,100,A
worker_0856,51,other,college,widowed,hành chính|kế toán|văn phòng|salary_range,30,Hà Nội,Kế toán / Hành chính,,employed,8091805,Hà Nội,north,False,False,100,A
worker_0857,54,female,upper_secondary,widowed,barista|pha chế|đồ uống|salary_range,25,Thái Nguyên,Pha chế,other,retired,10964899,Thái Nguyên,north,False,False,100,A
worker_0858,63,female,college,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Vĩnh Phúc,Nhân viên bán hàng,,retired,3670557,Vĩnh Phúc,north,False,False,100,A
worker_0859,37,male,college,married,barista|pha chế|đồ uống|salary_range,11,Biên Hòa,Pha chế,,employed,3094995,Biên Hòa,south_east,False,False,100,A
worker_0860,51,female,university,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Hải Phòng,Nhân viên bán hàng,health|location,retired,9313745,Hải Phòng,north,False,False,100,A
worker_0861,46,male,college,married,dọn dẹp|giặt là|nấu ăn|salary_range,22,Vinhy,Giúp việc / Dịch vụ,family,retired,11653431,Vinh,north,False,False,100,A
worker_0862,60,female,university,divorced,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Buôn Ma Thuột,Nhân viên kho vận,,unemployed,0,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0863,40,female,primary,married,hành chính|kế toán|văn phòng|salary_range,15,Vinhy,Kế toán / Hành chính,,employed,9053931,Vinh,north,False,False,100,A
worker_0864,64,other,college,divorced,an ninh|bảo vệ|tuần tra|salary_range,30,Hải Phòng,Bảo vệ,,self-employed,12703258,Hải Phòng,north,False,False,100,A
worker_0865,52,female,upper_secondary,divorced,chào hỏi|order|phục vụ|salary_range,30,Hải Dương,Nhân viên phục vụ,techGap,employed,6101209,Hải Dương,north,False,False,100,A
worker_0866,36,male,upper_secondary,widowed,hành chính|kế toán|văn phòng|salary_range,7,TP. Hồ Chí Minh,Kế toán / Hành chính,,self-employed,11530297,Hồ Chí Minh,south_east,False,False,100,A
worker_0867,54,male,university,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,25,Nha Trang,Công nhân sản xuất,health|other,employed,5129300,Nha Trang,central,False,False,100,A
worker_0868,39,female,upper_secondary,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,14,Vũng Tàu,Giúp việc / Dịch vụ,techGap|other|location,unemployed,0,Vũng Tàu,south_east,False,False,100,A
worker_0869,59,female,upper_secondary,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,TP. Hồ Chí Minh,Giúp việc / Dịch vụ,location|health|other,retired,4221155,Hồ Chí Minh,south_east,False,False,100,A
worker_0870,45,male,primary,married,công trình|xây dựng|xây tô|salary_range,23,Vũng Tàu,Lao động xây dựng,,self-employed,5463426,Vũng Tàu,south_east,False,False,100,A
worker_0871,59,other,upper_secondary,divorced,lắp ráp|sản xuất|vận hành máy|salary_range,29,TP. Hồ Chí Minh,Công nhân sản xuất,health|family|other,unemployed,0,Hồ Chí Minh,south_east,False,False,100,A
worker_0872,43,male,primary,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,18,Cần Thơ,Nhân viên kho vận,family|other|techGap,self-employed,3421696,Cần Thơ,mekong,False,False,100,A
worker_0873,37,male,college,married,sửa chữa|tay nghề|thợ|salary_range,10,Đà Lạt,Thợ lành nghề,health,self-employed,6913606,Đà Lạt,central_highlands,False,False,100,A
worker_0874,53,female,primary,widowed,hành chính|kế toán|văn phòng|salary_range,30,Qui Nhơn,Kế toán / Hành chính,location,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0875,54,female,primary,divorced,chăn nuôi|nông nghiệp|trồng trọt|salary_range,25,Vinhy,Nông dân / Nông nghiệp,other|family,retired,7292634,Vinh,north,False,False,100,A
worker_0876,57,male,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Thái Nguyên,Nông dân / Nông nghiệp,,self-employed,13361948,Thái Nguyên,north,False,False,100,A
worker_0877,37,male,upper_secondary,single,barista|pha chế|đồ uống|salary_range,14,Bình Dương,Pha chế,other,retired,4628720,Bình Dương,south_east,False,False,100,A
worker_0878,38,female,college,widowed,sửa chữa|tay nghề|thợ|salary_range,15,Biên Hòa,Thợ lành nghề,techGap,retired,10754358,Biên Hòa,south_east,False,False,100,A
worker_0879,57,male,primary,single,hành chính|kế toán|văn phòng|salary_range,30,Cần Thơ,Kế toán / Hành chính,,retired,13621821,Cần Thơ,mekong,False,False,100,A
worker_0880,56,other,college,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,28,Vũng Tàu,Công nhân sản xuất,health|techGap|family,retired,11341777,Vũng Tàu,south_east,False,False,100,A
worker_0881,36,other,college,married,barista|pha chế|đồ uống|salary_range,8,Qui Nhơn,Pha chế,family|techGap|location,self-employed,11915441,Quy Nhơn,central,False,False,100,A
worker_0882,60,male,primary,single,chào hỏi|order|phục vụ|salary_range,30,Bắc Ninh,Nhân viên phục vụ,techGap,employed,11842545,Bắc Ninh,north,False,False,100,A
worker_0883,56,male,primary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Thanh Hóa,Nhân viên bán hàng,other|location|techGap,retired,4931756,Thanh Hóa,north,False,False,100,A
worker_0884,63,other,primary,divorced,chào hỏi|order|phục vụ|salary_range,30,Bình Dương,Nhân viên phục vụ,techGap,unemployed,0,Bình Dương,south_east,False,False,100,A
worker_0885,65,male,primary,single,bằng lái|lái xe|vận chuyển|salary_range,30,TP. Hồ Chí Minh,Lái xe,health|techGap|location,retired,10813174,Hồ Chí Minh,south_east,False,False,100,A
worker_0886,47,female,primary,married,sửa chữa|tay nghề|thợ|salary_range,24,Qui Nhơn,Thợ lành nghề,family|techGap,self-employed,9979705,Quy Nhơn,central,False,False,100,A
worker_0887,47,other,upper_secondary,single,barista|pha chế|đồ uống|salary_range,20,Hà Nội,Pha chế,,self-employed,6176520,Hà Nội,north,False,False,100,A
worker_0888,35,other,primary,married,lắp ráp|sản xuất|vận hành máy|salary_range,13,Nam Định,Công nhân sản xuất,family|other|location,unemployed,0,Nam Định,north,False,False,100,A
worker_0889,59,other,university,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Cần Thơ,Giúp việc / Dịch vụ,health|techGap|location,unemployed,0,Cần Thơ,mekong,False,False,100,A
worker_0890,57,other,college,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Hải Dương,Nhân viên bán hàng,techGap|other|family,unemployed,0,Hải Dương,north,False,False,100,A
worker_0891,38,other,college,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,9,Thái Nguyên,Nhân viên bán hàng,location|family,self-employed,6742334,Thái Nguyên,north,False,False,100,A
worker_0892,58,male,primary,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,29,Qui Nhơn,Nhân viên bán hàng,techGap,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0893,38,female,primary,single,hành chính|kế toán|văn phòng|salary_range,12,Hải Dương,Kế toán / Hành chính,location,employed,4584312,Hải Dương,north,False,False,100,A
worker_0894,49,other,college,single,an ninh|bảo vệ|tuần tra|salary_range,23,Hải Dương,Bảo vệ,,unemployed,0,Hải Dương,north,False,False,100,A
worker_0895,58,female,upper_secondary,married,sửa chữa|tay nghề|thợ|salary_range,28,Nha Trang,Thợ lành nghề,health|other,retired,8909284,Nha Trang,central,False,False,100,A
worker_0896,53,other,primary,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Bắc Ninh,Nông dân / Nông nghiệp,,self-employed,4605770,Bắc Ninh,north,False,False,100,A
worker_0897,40,male,primary,widowed,hành chính|kế toán|văn phòng|salary_range,20,TP. Hồ Chí Minh,Kế toán / Hành chính,health|location,self-employed,5373804,Hồ Chí Minh,south_east,False,False,100,A
