id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary
worker_0758,55,male,high,married,salary_range,30,Hải Phòng,Giúp việc / Dịch vụ,,employed,4776169
worker_0759,47,other,university,married,salary_range|skills,20,Hải Phòng,Pha chế,techGap|family,unemployed,0
worker_0760,51,male,primary,married,salary_range|skills,21,Đà Lạt,Thợ lành nghề,location,unemployed,0
worker_0761,38,female,college,married,skills|salary_range,14,Buôn Ma Thuột,Pha chế,other|family,employed,14266114
worker_0762,56,other,university,widowed,skills|salary_range,30,Buôn Ma Thuột,Thợ lành nghề,health|other,employed,3223907
worker_0763,46,female,none,widowed,salary_range|skills,21,Hà Nội,Bảo vệ,,employed,6749684
worker_0764,55,male,high,married,salary_range,27,Thanh Hóa,Giúp việc / Dịch vụ,,unemployed,0
worker_0765,64,female,none,married,salary_range|skills,30,Buôn Ma Thuột,Nhân viên bán hàng,techGap,unemployed,0
worker_0766,57,male,none,married,skills|salary_range,28,Nam Định,Công nhân sản xuất,family|techGap,employed,6202043
worker_0767,47,other,none,married,salary_range|skills,22,Bắc Ninh,Công nhân sản xuất,,self-employed,3620155
worker_0768,47,female,vocational,married,skills|salary_range,27,Hải Phòng,Nhân viên phục vụ,,employed,11567708
worker_0769,54,male,none,married,skills|salary_range,30,Thanh Hóa,Lao động xây dựng,techGap|health|family,retired,3571771
worker_0770,36,female,primary,single,salary_range|skills,11,Đà Lạt,Kế toán / Hành chính,,unemployed,0
worker_0771,46,other,primary,married,salary_range|skills,24,Bắc Ninh,Giúp việc / Dịch vụ,family|techGap|location,employed,5800489
worker_0772,63,other,middle,single,salary_range|skills,30,Biên Hòa,Kế toán / Hành chính,techGap|health|location,employed,4156004
worker_0773,45,male,university,single,skills|salary_range,17,Bắc Ninh,Thợ lành nghề,techGap|health,self-employed,5808513
worker_0774,37,other,primary,single,skills|salary_range,16,Hà Nội,Công nhân sản xuất,location|health,employed,11604659
worker_0775,48,female,college,married,skills|salary_range,18,Buôn Ma Thuột,Nhân viên kho vận,techGap,retired,14123209
worker_0776,60,female,none,widowed,skills|salary_range,30,Bắc Ninh,Nhân viên bán hàng,other|techGap,retired,13480067
worker_0777,56,other,middle,divorced,salary_range,30,Vĩnh Phúc,Lái xe,location|health,retired,13222590
worker_0778,55,other,none,single,salary_range|skills,30,Huế,Công nhân sản xuất,family,unemployed,0
worker_0779,39,other,primary,married,skills|salary_range,12,Huế,Lái xe,techGap|health,self-employed,14251277
worker_0780,39,other,high,single,salary_range|skills,10,TP. Hồ Chí Minh,Lao động xây dựng,,self-employed,3794662
worker_0781,61,male,vocational,single,skills|salary_range,30,Nam Định,Kế toán / Hành chính,health|other|location,retired,5556743
worker_0782,42,male,none,married,skills|salary_range,16,Vũng Tàu,Công nhân sản xuất,,unemployed,0
worker_0783,44,male,university,married,skills|salary_range,17,Cần Thơ,Bảo vệ,family|techGap|other,unemployed,0
worker_0784,49,female,middle,married,salary_range|skills,19,Vinhy,Kế toán / Hành chính,,self-employed,13932944
worker_0785,61,other,none,married,skills|salary_range,30,Buôn Ma Thuột,Lao động xây dựng,location,self-employed,12676242
worker_0786,48,female,vocational,single,skills|salary_range,27,Vĩnh Phúc,Lái xe,other,self-employed,11627887
worker_0787,56,male,college,married,salary_range|skills,26,Bình Dương,Kế toán / Hành chính,,employed,5509121
worker_0788,57,male,middle,divorced,skills|salary_range,30,Buôn Ma Thuột,Nhân viên kho vận,location,retired,9105692
worker_0789,61,male,primary,widowed,salary_range|skills,30,Đà Nẵng,Nhân viên bán hàng,,unemployed,0
worker_0790,36,female,none,married,salary_range|skills,10,Vũng Tàu,Nông dân / Nông nghiệp,health|location|techGap,retired,12153656
worker_0791,56,other,high,single,salary_range,30,TP. Hồ Chí Minh,Nông dân / Nông nghiệp,family|other|techGap,self-employed,11757732
worker_0792,57,male,primary,divorced,skills,30,Hải Phòng,Nhân viên kho vận,techGap|family,self-employed,9019127
worker_0793,46,female,none,divorced,skills,16,Hải Dương,Giúp việc / Dịch vụ,family|other|health,self-employed,12333018
worker_0794,51,other,primary,divorced,salary_range,25,Buôn Ma Thuột,Nông dân / Nông nghiệp,techGap|location|other,retired,8826008
worker_0795,55,male,middle,single,salary_range,30,Vũng Tàu,Nông dân / Nông nghiệp,,retired,6314514
worker_0796,47,male,high,married,skills,20,Nha Trang,Lao động xây dựng,location|other|techGap,employed,10416298
worker_0797,59,other,primary,widowed,skills|salary_range,30,TP. Hồ Chí Minh,Nhân viên phục vụ,family|location|other,self-employed,12027689
worker_0798,39,male,none,divorced,salary_range|skills,10,Vĩnh Phúc,Công nhân sản xuất,,self-employed,14677886
worker_0799,51,female,none,married,skills|salary_range,22,Buôn Ma Thuột,Lao động xây dựng,family,employed,7924369
worker_0800,43,female,high,widowed,skills,13,Cần Thơ,Thợ lành nghề,family|health,retired,8449563
worker_0801,39,other,high,single,skills|salary_range,13,Vinhy,Nhân viên bán hàng,,unemployed,0
worker_0802,37,female,high,single,salary_range|skills,11,Huế,Thợ lành nghề,techGap|other|location,self-employed,10483878
worker_0803,59,other,primary,widowed,skills|salary_range,29,Biên Hòa,Lái xe,location,retired,4589932
worker_0804,45,male,university,married,skills|salary_range,16,Huế,Lao động xây dựng,location|health,unemployed,0
worker_0805,47,male,high,divorced,skills,23,Hải Phòng,Bảo vệ,other|location,self-employed,5730053
worker_0806,59,male,university,single,salary_range|skills,30,Nam Định,Bảo vệ,,self-employed,6579042
worker_0807,43,other,none,married,skills|salary_range,16,Bình Dương,Công nhân sản xuất,location,self-employed,14742820
worker_0808,54,female,university,married,skills|salary_range,24,Biên Hòa,Lái xe,location|other,unemployed,0
worker_0809,60,female,high,married,skills|salary_range,30,TP. Hồ Chí Minh,Nhân viên phục vụ,other|family,retired,5871524
worker_0810,53,male,vocational,widowed,salary_range|skills,29,Hải Phòng,Nhân viên bán hàng,,unemployed,0
worker_0811,61,male,college,single,skills,30,Thanh Hóa,Nhân viên bán hàng,other,employed,10317662
worker_0812,65,female,primary,divorced,salary_range|skills,30,Bắc Ninh,Kế toán / Hành chính,,employed,11694659
worker_0813,52,male,high,married,skills|salary_range,25,Hải Dương,Bảo vệ,techGap|location|health,self-employed,12291730
worker_0814,43,other,vocational,single,skills,13,Nha Trang,Lái xe,health|family,employed,4506301
worker_0815,46,male,university,widowed,salary_range,22,TP. Hồ Chí Minh,Kế toán / Hành chính,techGap|health|family,employed,11438823
worker_0816,58,female,none,single,salary_range|skills,30,Thái Nguyên,Nhân viên kho vận,health|other|techGap,employed,14542982
worker_0817,57,male,middle,married,salary_range|skills,30,Nha Trang,Lao động xây dựng,,retired,9214601
worker_0818,48,male,none,widowed,salary_range|skills,26,Biên Hòa,Bảo vệ,,employed,7517238
worker_0819,52,other,primary,divorced,skills|salary_range,28,Thái Nguyên,Kế toán / Hành chính,family|other,employed,12283457
worker_0820,38,female,middle,widowed,salary_range,18,Cần Thơ,Kế toán / Hành chính,techGap,employed,13293985
worker_0821,35,male,vocational,divorced,salary_range|skills,9,Huế,Nhân viên bán hàng,other,self-employed,13671138
worker_0822,46,other,primary,widowed,skills|salary_range,25,Thái Nguyên,Nông dân / Nông nghiệp,,unemployed,0
worker_0823,61,male,none,married,salary_range|skills,30,TP. Hồ Chí Minh,Giúp việc / Dịch vụ,,self-employed,8051202
worker_0824,48,female,middle,married,salary_range,23,Hải Phòng,Nhân viên bán hàng,techGap|other,unemployed,0
worker_0825,42,male,none,divorced,skills|salary_range,14,Nha Trang,Lao động xây dựng,other|health|location,unemployed,0
worker_0826,55,male,middle,widowed,skills|salary_range,30,Huế,Bảo vệ,location|family|other,unemployed,0
worker_0827,39,female,none,married,salary_range|skills,12,TP. Hồ Chí Minh,Nông dân / Nông nghiệp,,employed,5387441
worker_0828,52,male,none,single,skills|salary_range,24,Nam Định,Kế toán / Hành chính,family|other,unemployed,0
worker_0829,52,female,primary,married,salary_range|skills,25,Vĩnh Phúc,Pha chế,,retired,7185902
worker_0830,52,other,middle,married,skills|salary_range,30,Nam Định,Nông dân / Nông nghiệp,location|techGap|health,self-employed,8256600
worker_0831,61,male,college,widowed,skills,30,Vũng Tàu,Giúp việc / Dịch vụ,location|other,unemployed,0
worker_0832,46,male,vocational,married,skills|salary_range,26,Hải Dương,Nông dân / Nông nghiệp,health|other|family,retired,6969611
worker_0833,63,male,none,widowed,skills,30,Buôn Ma Thuột,Nông dân / Nông nghiệp,family,self-employed,6620674
worker_0834,45,female,university,divorced,skills,18,Biên Hòa,Lái xe,techGap|health|location,self-employed,9881471
worker_0835,44,female,college,single,skills|salary_range,24,Hải Phòng,Nhân viên kho vận,techGap|other|family,unemployed,0
worker_0836,43,female,none,married,salary_range,13,Hải Phòng,Nhân viên kho vận,location,unemployed,0
worker_0837,60,other,vocational,married,salary_range|skills,30,Qui Nhơn,Thợ lành nghề,location|health|techGap,unemployed,0
worker_0838,40,male,college,divorced,skills|salary_range,14,Thái Nguyên,Nhân viên phục vụ,other,retired,12290213
worker_0839,56,male,university,divorced,skills|salary_range,28,Qui Nhơn,Nhân viên bán hàng,health,unemployed,0
worker_0840,65,female,university,married,skills|salary_range,30,Đà Nẵng,Bảo vệ,health|family,retired,10511790
worker_0841,61,female,vocational,widowed,salary_range|skills,30,Buôn Ma Thuột,Giúp việc / Dịch vụ,techGap,employed,12182374
worker_0842,44,female,college,single,salary_range|skills,22,Hải Phòng,Công nhân sản xuất,health,employed,7916241
worker_0843,51,male,high,married,salary_range|skills,22,TP. Hồ Chí Minh,Giúp việc / Dịch vụ,location|other,self-employed,5882576
worker_0844,37,female,high,married,salary_range|skills,14,Qui Nhơn,Nhân viên phục vụ,,self-employed,4224213
worker_0845,54,female,vocational,divorced,skills|salary_range,24,Đà Nẵng,Thợ lành nghề,family|other,unemployed,0
worker_0846,37,female,high,married,salary_range|skills,9,Huế,Giúp việc / Dịch vụ,location|health,employed,7932632
worker_0847,55,female,college,divorced,salary_range|skills,29,Bắc Ninh,Nhân viên phục vụ,techGap|health,unemployed,0
worker_0848,59,female,middle,single,salary_range,30,Biên Hòa,Bảo vệ,family,retired,8738510
worker_0849,39,other,none,married,salary_range|skills,19,Qui Nhơn,Giúp việc / Dịch vụ,,employed,10044530
worker_0850,63,other,vocational,divorced,salary_range|skills,30,Huế,Nhân viên kho vận,,retired,3435346
worker_0851,42,female,middle,married,skills,22,Huế,Giúp việc / Dịch vụ,,retired,7716711
worker_0852,36,male,none,married,skills|salary_range,6,Huế,Lao động xây dựng,family|location|other,unemployed,0
worker_0853,48,male,vocational,married,salary_range|skills,25,Cần Thơ,Pha chế,location,unemployed,0
worker_0854,36,other,college,married,skills|salary_range,15,Thái Nguyên,Nhân viên phục vụ,techGap|health,unemployed,0
worker_0855,56,female,university,widowed,skills|salary_range,30,Đà Nẵng,Thợ lành nghề,,retired,9617516
worker_0856,51,other,vocational,widowed,skills|salary_range,30,Hà Nội,Kế toán / Hành chính,,employed,8091805
worker_0857,54,female,high,widowed,salary_range|skills,25,Thái Nguyên,Pha chế,other,retired,10964899
worker_0858,63,female,vocational,married,skills,30,Vĩnh Phúc,Nhân viên bán hàng,,retired,3670557
worker_0859,37,male,vocational,married,skills,11,Biên Hòa,Pha chế,,employed,3094995
worker_0860,51,female,university,widowed,salary_range,30,Hải Phòng,Nhân viên bán hàng,health|location,retired,9313745
worker_0861,46,male,college,married,salary_range|skills,22,Vinhy,Giúp việc / Dịch vụ,family,retired,11653431
worker_0862,60,female,university,divorced,skills,30,Buôn Ma Thuột,Nhân viên kho vận,,unemployed,0
worker_0863,40,female,primary,married,salary_range,15,Vinhy,Kế toán / Hành chính,,employed,9053931
worker_0864,64,other,college,divorced,skills|salary_range,30,Hải Phòng,Bảo vệ,,self-employed,12703258
worker_0865,52,female,middle,divorced,salary_range|skills,30,Hải Dương,Nhân viên phục vụ,techGap,employed,6101209
worker_0866,36,male,middle,widowed,skills,7,TP. Hồ Chí Minh,Kế toán / Hành chính,,self-employed,11530297
worker_0867,54,male,university,widowed,salary_range|skills,25,Nha Trang,Công nhân sản xuất,health|other,employed,5129300
worker_0868,39,female,high,widowed,salary_range|skills,14,Vũng Tàu,Giúp việc / Dịch vụ,techGap|other|location,unemployed,0
worker_0869,59,female,high,married,salary_range|skills,30,TP. Hồ Chí Minh,Giúp việc / Dịch vụ,location|health|other,retired,4221155
worker_0870,45,male,primary,married,skills,23,Vũng Tàu,Lao động xây dựng,,self-employed,5463426
worker_0871,59,other,middle,divorced,skills|salary_range,29,TP. Hồ Chí Minh,Công nhân sản xuất,health|family|other,unemployed,0
worker_0872,43,male,primary,single,salary_range|skills,18,Cần Thơ,Nhân viên kho vận,family|other|techGap,self-employed,3421696
worker_0873,37,male,vocational,married,skills,10,Đà Lạt,Thợ lành nghề,health,self-employed,6913606
worker_0874,53,female,primary,widowed,salary_range|skills,30,Qui Nhơn,Kế toán / Hành chính,location,unemployed,0
worker_0875,54,female,none,divorced,skills|salary_range,25,Vinhy,Nông dân / Nông nghiệp,other|family,retired,7292634
worker_0876,57,male,primary,widowed,salary_range|skills,30,Thái Nguyên,Nông dân / Nông nghiệp,,self-employed,13361948
worker_0877,37,male,high,single,salary_range,14,Bình Dương,Pha chế,other,retired,4628720
worker_0878,38,female,college,widowed,skills|salary_range,15,Biên Hòa,Thợ lành nghề,techGap,retired,10754358
worker_0879,57,male,primary,single,skills|salary_range,30,Cần Thơ,Kế toán / Hành chính,,retired,13621821
worker_0880,56,other,college,widowed,salary_range,28,Vũng Tàu,Công nhân sản xuất,health|techGap|family,retired,11341777
worker_0881,36,other,vocational,married,skills|salary_range,8,Qui Nhơn,Pha chế,family|techGap|location,self-employed,11915441
worker_0882,60,male,none,single,skills,30,Bắc Ninh,Nhân viên phục vụ,techGap,employed,11842545
worker_0883,56,male,primary,widowed,skills|salary_range,30,Thanh Hóa,Nhân viên bán hàng,other|location|techGap,retired,4931756
worker_0884,63,other,primary,divorced,skills|salary_range,30,Bình Dương,Nhân viên phục vụ,techGap,unemployed,0
worker_0885,65,male,none,single,skills|salary_range,30,TP. Hồ Chí Minh,Lái xe,health|techGap|location,retired,10813174
worker_0886,47,female,none,married,salary_range|skills,24,Qui Nhơn,Thợ lành nghề,family|techGap,self-employed,9979705
worker_0887,47,other,high,single,skills|salary_range,20,Hà Nội,Pha chế,,self-employed,6176520
worker_0888,35,other,none,married,skills|salary_range,13,Nam Định,Công nhân sản xuất,family|other|location,unemployed,0
worker_0889,59,other,university,married,salary_range|skills,30,Cần Thơ,Giúp việc / Dịch vụ,health|techGap|location,unemployed,0
worker_0890,57,other,vocational,single,salary_range|skills,30,Hải Dương,Nhân viên bán hàng,techGap|other|family,unemployed,0
worker_0891,38,other,college,widowed,salary_range|skills,9,Thái Nguyên,Nhân viên bán hàng,location|family,self-employed,6742334
worker_0892,58,male,none,married,skills,29,Qui Nhơn,Nhân viên bán hàng,techGap,unemployed,0
worker_0893,38,female,primary,single,skills,12,Hải Dương,Kế toán / Hành chính,location,employed,4584312
worker_0894,49,other,vocational,single,salary_range|skills,23,Hải Dương,Bảo vệ,,unemployed,0
worker_0895,58,female,middle,married,skills,28,Nha Trang,Thợ lành nghề,health|other,retired,8909284
worker_0896,53,other,none,single,skills|salary_range,30,Bắc Ninh,Nông dân / Nông nghiệp,,self-employed,4605770
worker_0897,40,male,primary,widowed,salary_range|skills,20,TP. Hồ Chí Minh,Kế toán / Hành chính,health|location,self-employed,5373804
worker_0898,63,female,vocational,single,salary_range,30,Thanh Hóa,Giúp việc / Dịch vụ,,retired,5886558
worker_0899,44,male,vocational,widowed,salary_range,18,Thanh Hóa,Bảo vệ,techGap,self-employed,10082500
worker_0900,55,male,vocational,widowed,skills|salary_range,30,Đà Lạt,Pha chế,health,unemployed,0
worker_0901,51,female,vocational,single,salary_range|skills,21,Đà Lạt,Nhân viên phục vụ,health|location,retired,12896903
worker_0902,49,other,vocational,widowed,skills,19,Hải Dương,Lao động xây dựng,techGap|location|other,retired,8218573
worker_0903,65,female,none,widowed,salary_range,30,Qui Nhơn,Nhân viên kho vận,health,self-employed,6780334
worker_0904,45,other,none,divorced,skills|salary_range,24,Hải Phòng,Pha chế,,self-employed,6822446
worker_0905,65,female,university,married,skills,30,Nam Định,Nhân viên phục vụ,other|techGap,unemployed,0
worker_0906,62,female,university,married,skills|salary_range,30,Huế,Nhân viên kho vận,location|techGap,retired,6399874
worker_0907,65,other,college,divorced,skills,30,Bình Dương,Nông dân / Nông nghiệp,,self-employed,9466701
worker_0908,65,male,none,widowed,salary_range|skills,30,Hà Nội,Lao động xây dựng,other|techGap|location,self-employed,8430048
worker_0909,36,female,primary,married,skills|salary_range,16,Hải Phòng,Lái xe,,retired,14714167
worker_0910,56,male,college,married,salary_range|skills,30,Buôn Ma Thuột,Giúp việc / Dịch vụ,location|family,retired,13272832
worker_0911,61,male,middle,widowed,skills|salary_range,30,Đà Nẵng,Nhân viên phục vụ,health|other|family,unemployed,0
worker_0912,35,female,none,divorced,skills|salary_range,8,Bắc Ninh,Giúp việc / Dịch vụ,location|techGap,employed,10007238
worker_0913,63,female,university,divorced,salary_range,30,Hà Nội,Giúp việc / Dịch vụ,location|family|other,retired,3913499
worker_0914,40,female,university,divorced,salary_range|skills,14,TP. Hồ Chí Minh,Lao động xây dựng,,employed,13508088
worker_0915,59,male,vocational,single,salary_range|skills,29,Vĩnh Phúc,Lái xe,other|health,employed,8730211
worker_0916,50,male,primary,married,skills|salary_range,26,Qui Nhơn,Nhân viên phục vụ,techGap|family,unemployed,0
worker_0917,48,other,university,widowed,salary_range|skills,18,Nam Định,Nhân viên kho vận,family,self-employed,5461475
worker_0918,48,male,primary,single,salary_range|skills,19,Huế,Nhân viên bán hàng,location|other,employed,9618630
worker_0919,62,other,vocational,widowed,skills|salary_range,30,Hải Phòng,Nông dân / Nông nghiệp,,self-employed,13930795
worker_0920,50,female,university,single,skills|salary_range,24,Thanh Hóa,Lái xe,,self-employed,9996718
worker_0921,59,female,vocational,married,skills|salary_range,30,Qui Nhơn,Bảo vệ,location|techGap|other,self-employed,6610173
worker_0922,54,female,college,widowed,skills|salary_range,25,Nam Định,Pha chế,health|other|techGap,retired,3373703
worker_0923,55,other,vocational,divorced,salary_range|skills,30,Nam Định,Kế toán / Hành chính,family|techGap,self-employed,5013800
worker_0924,65,other,college,married,salary_range,30,Huế,Công nhân sản xuất,other|family|health,retired,12479420
worker_0925,36,male,primary,divorced,skills|salary_range,11,Cần Thơ,Công nhân sản xuất,techGap,retired,3648511
worker_0926,42,male,primary,divorced,salary_range|skills,17,Bắc Ninh,Nhân viên kho vận,,retired,10018819
worker_0927,52,female,high,married,salary_range|skills,30,Hà Nội,Lao động xây dựng,location|health|family,unemployed,0
worker_0928,63,other,middle,divorced,skills,30,Buôn Ma Thuột,Bảo vệ,,retired,10881635
worker_0929,65,other,primary,single,skills,30,Cần Thơ,Nhân viên kho vận,health|other|techGap,employed,7187634
worker_0930,58,male,none,single,skills|salary_range,30,TP. Hồ Chí Minh,Lao động xây dựng,techGap,employed,4861570
worker_0931,41,female,vocational,single,salary_range|skills,16,Hải Dương,Nhân viên kho vận,,self-employed,9796126
worker_0932,51,male,primary,married,salary_range|skills,30,Vinhy,Nhân viên bán hàng,,unemployed,0
worker_0933,50,female,vocational,widowed,salary_range|skills,21,Thái Nguyên,Pha chế,,unemployed,0
worker_0934,55,male,primary,single,salary_range|skills,30,Cần Thơ,Kế toán / Hành chính,techGap|location,self-employed,7130174
worker_0935,57,male,high,married,salary_range|skills,27,Thanh Hóa,Pha chế,family|other|location,unemployed,0
worker_0936,41,female,middle,single,salary_range|skills,17,Hà Nội,Công nhân sản xuất,,employed,11521493
worker_0937,61,other,high,widowed,salary_range,30,Thanh Hóa,Lái xe,other|family|location,retired,9512530
worker_0938,41,male,high,widowed,skills|salary_range,13,Qui Nhơn,Nhân viên bán hàng,techGap,unemployed,0
worker_0939,54,female,college,married,salary_range|skills,30,Huế,Nông dân / Nông nghiệp,techGap,employed,13943982
worker_0940,54,female,vocational,married,skills,25,Qui Nhơn,Bảo vệ,,unemployed,0
worker_0941,36,female,vocational,married,salary_range,8,Qui Nhơn,Nông dân / Nông nghiệp,family|location|health,retired,13058344
worker_0942,49,female,high,widowed,skills|salary_range,19,Biên Hòa,Công nhân sản xuất,,employed,10093506
worker_0943,36,male,college,married,skills|salary_range,14,Thanh Hóa,Thợ lành nghề,techGap|location,unemployed,0
worker_0944,58,female,none,divorced,skills,29,Vũng Tàu,Nhân viên bán hàng,other,self-employed,12246453
worker_0945,55,other,primary,divorced,skills|salary_range,29,Thái Nguyên,Thợ lành nghề,,retired,4090479
worker_0946,49,male,vocational,married,skills|salary_range,27,Buôn Ma Thuột,Thợ lành nghề,location,unemployed,0
worker_0947,53,male,none,widowed,salary_range,25,Đà Nẵng,Công nhân sản xuất,health|family|other,unemployed,0
worker_0948,42,male,university,divorced,skills|salary_range,13,Thái Nguyên,Bảo vệ,,unemployed,0
worker_0949,43,other,college,single,salary_range|skills,23,Hải Dương,Kế toán / Hành chính,,employed,8521290
worker_0950,53,female,high,married,salary_range|skills,28,Hải Phòng,Nông dân / Nông nghiệp,techGap|other|health,employed,12956009
worker_0951,61,male,high,divorced,skills|salary_range,30,Qui Nhơn,Lái xe,family,employed,5655030
worker_0952,43,female,middle,single,salary_range|skills,23,Hải Phòng,Nhân viên bán hàng,techGap|location,self-employed,6457977
worker_0953,65,female,vocational,widowed,skills|salary_range,30,Hải Dương,Thợ lành nghề,techGap|health|family,unemployed,0
worker_0954,57,female,university,divorced,skills|salary_range,30,Cần Thơ,Kế toán / Hành chính,techGap,employed,14955869
worker_0955,57,female,college,widowed,skills|salary_range,30,Hải Dương,Kế toán / Hành chính,other|location,unemployed,0
worker_0956,36,male,middle,widowed,salary_range,16,Vinhy,Nông dân / Nông nghiệp,,retired,5907744
worker_0957,59,other,vocational,married,skills,30,Hà Nội,Pha chế,location,unemployed,0
worker_0958,60,other,primary,married,salary_range,30,TP. Hồ Chí Minh,Nhân viên kho vận,location|family|other,retired,8983986
worker_0959,51,male,none,widowed,skills|salary_range,27,Vũng Tàu,Bảo vệ,other|health,self-employed,12198606
worker_0960,56,male,middle,divorced,skills,30,Cần Thơ,Nông dân / Nông nghiệp,family|other,employed,4583273
worker_0961,45,male,vocational,single,salary_range,15,Nam Định,Nông dân / Nông nghiệp,,unemployed,0
worker_0962,52,other,university,single,salary_range|skills,26,Biên Hòa,Giúp việc / Dịch vụ,,retired,9783825
worker_0963,56,male,college,widowed,salary_range|skills,28,Biên Hòa,Kế toán / Hành chính,family|location|other,unemployed,0
worker_0964,55,other,primary,widowed,salary_range,28,Đà Lạt,Nhân viên bán hàng,health|techGap|other,employed,5864633
worker_0965,45,male,vocational,widowed,skills|salary_range,21,Hải Dương,Nông dân / Nông nghiệp,techGap|location|health,unemployed,0
worker_0966,47,other,college,widowed,salary_range|skills,23,Bình Dương,Lao động xây dựng,,retired,6409255
worker_0967,61,male,vocational,married,salary_range|skills,30,Vĩnh Phúc,Giúp việc / Dịch vụ,,self-employed,8946879
worker_0968,51,other,primary,widowed,salary_range|skills,26,Hải Phòng,Nông dân / Nông nghiệp,health|family,self-employed,11141426
worker_0969,43,female,middle,married,salary_range|skills,22,Cần Thơ,Lái xe,location,employed,13276239
worker_0970,55,male,none,divorced,skills|salary_range,30,Hải Phòng,Bảo vệ,location|family|other,self-employed,11887794
worker_0971,63,other,middle,married,salary_range,30,Qui Nhơn,Nhân viên phục vụ,,unemployed,0
worker_0972,48,female,college,married,skills,20,Huế,Công nhân sản xuất,other,unemployed,0
worker_0973,53,female,middle,married,skills|salary_range,23,Buôn Ma Thuột,Giúp việc / Dịch vụ,,self-employed,10105033
worker_0974,41,male,primary,divorced,skills|salary_range,16,Hà Nội,Lái xe,other,employed,8615072
worker_0975,38,other,vocational,widowed,salary_range|skills,9,Bắc Ninh,Lái xe,family|other,retired,5782174
worker_0976,53,female,primary,divorced,skills|salary_range,27,Hải Phòng,Nhân viên bán hàng,family|location|other,retired,13925409
worker_0977,52,female,vocational,widowed,salary_range|skills,25,Vinhy,Pha chế,health|other|techGap,employed,12860483
worker_0978,58,other,middle,married,salary_range|skills,29,Buôn Ma Thuột,Công nhân sản xuất,techGap,retired,14012510
worker_0979,56,other,university,widowed,salary_range|skills,29,Đà Nẵng,Nhân viên kho vận,,retired,11925370
worker_0980,44,other,college,divorced,skills,19,Nha Trang,Lao động xây dựng,techGap|other,retired,9676877
worker_0981,60,female,high,divorced,salary_range|skills,30,Buôn Ma Thuột,Nông dân / Nông nghiệp,health|family|other,self-employed,5161365
worker_0982,64,female,primary,divorced,salary_range,30,Thái Nguyên,Thợ lành nghề,family|health,employed,6373526
worker_0983,50,other,none,widowed,salary_range|skills,24,Thanh Hóa,Kế toán / Hành chính,techGap|family,employed,3144191
worker_0984,37,other,primary,single,salary_range|skills,7,Thanh Hóa,Bảo vệ,techGap|location|health,employed,10055590
worker_0985,44,other,none,divorced,skills|salary_range,21,Hải Dương,Kế toán / Hành chính,,retired,3993589
worker_0986,51,female,college,single,skills|salary_range,30,Đà Nẵng,Thợ lành nghề,location|other|family,unemployed,0
worker_0987,65,female,primary,divorced,salary_range|skills,30,Hải Dương,Lái xe,location,employed,11250769
worker_0988,39,other,university,single,skills|salary_range,18,Huế,Lái xe,family|other,self-employed,13796094
worker_0989,43,other,college,married,skills|salary_range,18,Nam Định,Bảo vệ,other,retired,3579093
worker_0990,65,other,none,married,skills|salary_range,30,Hà Nội,Kế toán / Hành chính,family|techGap,retired,8816862
worker_0991,46,female,high,single,salary_range|skills,19,Bắc Ninh,Thợ lành nghề,techGap|family,retired,3278817
worker_0992,51,other,middle,widowed,salary_range|skills,21,Buôn Ma Thuột,Lao động xây dựng,,employed,9489308
worker_0993,60,male,high,married,salary_range|skills,30,Vĩnh Phúc,Lái xe,family|techGap,employed,13102723
worker_0994,62,male,college,divorced,skills|salary_range,30,Hải Dương,Công nhân sản xuất,,employed,10949934
worker_0995,43,other,university,single,skills|salary_range,23,Thái Nguyên,Lao động xây dựng,health,unemployed,0
worker_0996,62,female,high,married,salary_range,30,Buôn Ma Thuột,Giúp việc / Dịch vụ,family|health,retired,11126279
worker_0997,49,other,college,divorced,skills,26,Vinhy,Nhân viên bán hàng,,unemployed,0
worker_0998,45,female,university,divorced,salary_range,22,Buôn Ma Thuột,Bảo vệ,other|techGap,unemployed,0
worker_0999,46,other,high,divorced,skills|salary_range,18,Bắc Ninh,Bảo vệ,location,self-employed,11128686
worker_1000,46,male,vocational,married,skills|salary_range,16,Cần Thơ,Nhân viên phục vụ,health,self-employed,4759375
